Region,USDT,XTZ,XLM,XRP,LTC,ETH,EOS,BCH,BTC,BNB,BSV,GEOID,median_income,median_income_moe,population,area,popdens,geometry,income_bins
Michigan,100,33,65,64,70,52,55,68,65,54,45,26,49576,186,9900571,153620045155.852,6.4448431778259e-05,"list(list(c(774668.652375942, 780643.596618596, 785041.35120825, 788179.538546742, 787055.668886003, 779712.919024553, 773826.956149982, 774668.652375942, 883954.438298454, 897616.161090715, 897127.635854898, 893904.07397967, 887450.36335957, 878558.203714249, 879319.889335557, 883954.438298454)), list(c(510351.207775416, 513307.991058872, 524925.987158894, 530514.525061855, 533928.990585265, 539564.508470171, 545774.124769342, 552590.567176089, 558713.492839869, 567516.632853513, 567736.282066991, 
559086.771698357, 557462.470103247, 547397.613663804, 537562.47965622, 534636.591811621, 524065.88584882, 515797.935565472, 512274.296365678, 508055.583343269, 510351.207775416, 1179445.75358922, 1182639.28613591, 1189842.31549391, 1193248.58876418, 1195181.99519983, 1198065.09545423, 1203503.37877735, 1209158.22769296, 1212575.33854152, 1217225.61050943, 1212391.68935546, 1204558.34161494, 1197646.37699662, 1191820.34994152, 1187775.05249035, 1180405.63150862, 1174651.42592335, 1170539.280714, 1173187.45548572, 
1175746.63742619, 1179445.75358922)), list(c(636692.731644594, 636939.530174524, 639908.724979023, 639537.654740982, 640372.191126477, 640791.179744794, 636716.911889885, 639910.65401499, 637757.94902073, 635403.30159325, 631469.789029205, 624622.086543022, 622086.279173717, 618124.398937475, 617442.93691623, 613553.203957316, 611052.122907397, 615291.412227343, 611655.892294564, 611533.459052596, 606578.621932803, 601150.398337348, 596292.617035759, 590538.426984766, 588349.01014243, 578954.721107486, 
573809.534798072, 572535.937509113, 569090.024119976, 567229.635241487, 566904.654888845, 562406.551137077, 556891.016118652, 547131.538589774, 542415.057707008, 534319.597610183, 491313.638999555, 468495.74986985, 453493.945264409, 450016.132181043, 445123.621545786, 439553.668625762, 435778.199554314, 431656.729078862, 429071.487391511, 435745.39330664, 442539.590025956, 456976.549409497, 466195.937927888, 468630.054618854, 472360.610794512, 480708.136890803, 486709.35379157, 492198.225697621, 
497529.81210608, 503924.532530349, 517686.061853196, 523623.188072748, 532155.022416105, 537392.175926262, 539169.774633473, 539775.35292941, 541984.107602215, 547295.813622821, 555513.135941807, 563903.717730192, 568984.627770127, 569842.859915322, 575384.437460459, 585033.803279466, 589893.370063444, 599733.322674482, 611433.032308983, 621164.51587094, 630487.563658203, 637490.190973152, 636837.58680731, 622004.543676557, 611329.871577344, 611704.663127618, 606441.041245661, 600762.489170648, 593850.570104057, 
593463.81597669, 591013.004009661, 583926.611220391, 581134.220715408, 577590.191281397, 576531.148680473, 575449.885995098, 583292.048811534, 592560.415059655, 599902.031498954, 606326.066210658, 607912.171732083, 618976.492832398, 628699.356053408, 635883.4028543, 643466.671626343, 645767.281663456, 651852.699318668, 661815.470172827, 663686.578510078, 678482.151610419, 682893.44782881, 693362.753839025, 699612.048794421, 706901.732506952, 711247.857234641, 714603.6508842, 720062.261818906, 725904.311387926, 
732681.60879053, 752325.202315758, 755907.286067332, 766838.655043769, 776646.394183293, 778416.59369306, 805914.627459626, 822188.679663666, 823606.488986956, 828446.633644626, 844202.782435343, 840602.88994501, 842221.98534563, 847641.306292819, 857005.591251475, 869751.580990344, 875550.208961079, 884530.813302133, 886593.583347903, 889305.791517913, 899142.483360765, 906081.953007333, 912177.548232028, 912291.057930511, 912581.637597709, 917333.214733685, 916753.194345934, 917156.506051212, 924534.649421841, 
929270.225813831, 936875.687869048, 941044.199302724, 948527.501366833, 957992.530662005, 968422.442579868, 966033.470259125, 961706.275981965, 955535.66345183, 944608.674035058, 935757.978802105, 922655.473414893, 920036.583602959, 909390.308582044, 900358.328096421, 891726.856888497, 885420.936220819, 880339.257388961, 873120.190684606, 876018.940404408, 869218.786080181, 858659.889867553, 851050.812878962, 839049.82954153, 830054.226256508, 820996.315431799, 808747.296122281, 801607.669692287, 
798139.898790691, 789164.563179033, 785274.576729728, 781905.480970736, 769147.88792213, 753513.003497604, 749233.728013808, 743049.272091419, 741599.292495525, 735745.935104296, 730847.524018724, 730159.068442694, 723548.526832258, 723235.812755725, 727268.514394568, 716656.808043164, 712539.928065525, 703328.743209555, 694609.705319825, 687301.160428123, 682136.846116079, 679886.878428123, 675999.829809278, 668426.913696115, 662691.71709729, 660413.023172966, 655763.01688131, 651664.069971178, 
647555.826641963, 649461.005416671, 652211.626536626, 652487.395714542, 648486.136259, 645319.173542717, 641467.347931736, 636554.45739032, 636692.731644594, 909952.900813266, 915672.328403098, 919159.492021634, 924876.69470721, 930551.710090513, 934413.349250462, 938968.56964833, 941555.531839291, 944672.089033973, 946609.163670768, 949848.745471035, 950288.429459101, 953575.252436465, 951805.737886791, 952019.216520777, 953239.168291815, 955578.131034894, 961936.773355434, 966827.333544843, 966884.01995405, 
969180.496233519, 970502.49740625, 969704.398532041, 972835.19470762, 971327.152004829, 975161.020715956, 974123.94232542, 971296.492419424, 970879.733164774, 973435.637616652, 973513.827290873, 974597.705449185, 973543.289421901, 978429.950945145, 980798.298536081, 984873.671279067, 993575.847056433, 998317.703200479, 1001477.27812869, 1010552.8021205, 1019077.67075406, 1020838.66892656, 1024434.92179647, 1022012.48622789, 1025460.15386327, 1030478.85367441, 1032746.25462312, 1038497.46719418, 1047078.82101698, 
1050025.94636256, 1054548.70187071, 1058021.13804298, 1057857.8177626, 1058951.09691588, 1060397.71962463, 1061100.81318458, 1069723.66466855, 1078128.92784898, 1080557.23411235, 1081760.23217827, 1084677.78736084, 1085672.34177123, 1092318.66357355, 1097247.52149857, 1104910.78601685, 1109724.16605521, 1114974.96697694, 1115862.949891, 1124917.75751105, 1131373.08022402, 1134691.07426074, 1137747.64251734, 1139817.88897275, 1140050.14601566, 1138908.74565663, 1136024.51387429, 1132029.53205552, 
1131121.96877122, 1129976.47379032, 1123999.11555455, 1120267.46834756, 1114807.72205803, 1108453.53482562, 1107364.81530727, 1100474.39041939, 1093356.54641759, 1084698.58284086, 1077471.71047191, 1075315.31433231, 1067149.42847639, 1070187.73879136, 1077307.03458453, 1082026.2524218, 1077218.85154272, 1077228.13202335, 1077302.50917173, 1074477.47420495, 1071216.30921813, 1065349.97228529, 1058607.65839307, 1051035.44696535, 1044432.88176436, 1036507.18874698, 1036784.30146702, 1038154.18240503, 
1041417.6911794, 1035285.57643259, 1034154.37007134, 1037856.67077246, 1046639.19517081, 1044803.68111788, 1040229.93424789, 1048092.46051877, 1061468.57609534, 1063948.6508837, 1065177.96387374, 1067657.30497418, 1068106.35123489, 1070166.51878387, 1080125.04021592, 1080545.04188591, 1081981.22997386, 1084828.43195271, 1073513.6552717, 1060164.34200009, 1052151.31546917, 1051458.45996338, 1056036.36540818, 1053277.77969893, 1052529.99861885, 1055712.94849292, 1059898.07009374, 1060185.3538892, 1066310.3003915, 
1064583.18294228, 1059294.08889048, 1048389.86256196, 1036054.72102606, 1034274.25320987, 1026820.40107527, 1023002.68661341, 1018000.58303631, 1014554.29586133, 1022526.39757972, 1022656.04355812, 1022667.18835363, 1013529.03854381, 1004532.03820143, 1003657.85580755, 1006157.28995554, 1003856.28566255, 1005856.32582941, 1004775.22224734, 1004119.51327938, 1001464.46649279, 997651.987659812, 1001718.03333452, 997591.318585754, 997348.33803592, 991567.233344432, 985386.372901143, 985699.454936112, 
992502.233262543, 1000047.44294263, 1003644.27526967, 1004299.87939981, 1005094.3827047, 1003455.40674887, 991964.690005945, 988958.211054605, 990211.837208533, 986164.149352378, 982663.568317923, 986436.069403456, 982218.436067291, 969738.728488047, 960908.099599091, 959596.198232478, 954307.58624927, 944048.473523615, 935211.844885906, 942252.664114929, 951148.238926849, 956201.48622687, 963950.856823787, 953611.499218602, 947197.810053822, 951506.037359536, 944462.569508811, 931522.418437444, 
925901.279064273, 915068.293135938, 899377.923097011, 889734.556431842, 878774.156055083, 879603.170043544, 884173.825226906, 889010.132586134, 894554.539930605, 902736.562493998, 908608.556694504, 909939.867463371, 906450.549240663, 905956.895604127, 905467.976227628, 909952.900813266)), list(c(800474.876220637, 804256.994994945, 813061.344927236, 825850.308017419, 825200.912806677, 817089.310096223, 813323.289058503, 808413.732145714, 801324.41536069, 800474.876220637, 964189.408206526, 965385.102248406, 
976035.36122505, 976094.325560859, 970596.70248498, 950406.019282394, 947277.284546203, 948281.800747303, 959937.729960068, 964189.408206526)), list(c(882371.463256127, 890838.094754798, 898806.94750764, 904103.55965183, 901765.37284978, 894758.500383194, 885748.894765726, 880171.635183244, 882371.463256127, 991270.966236905, 984920.956985762, 982679.690468804, 980205.194032845, 974963.476074202, 974452.292160981, 981861.612707411, 987063.475968347, 991270.966236905)), list(c(1069749.35762891, 1069750.03709452, 
1066924.16774266, 1064959.69461852, 1061981.85251911, 1053869.63854302, 1053823.52908903, 1053207.83271396, 1052575.42735625, 1053916.2290688, 1050221.32098603, 1049740.99253551, 1048621.13082964, 1045070.04625452, 1040668.658278, 1040069.46333045, 1036003.87000168, 1032943.30820803, 1035384.39353299, 1033068.00406571, 1022341.41434976, 1007880.95073583, 1007871.83531085, 998315.839575385, 977602.417202724, 959157.964502771, 955963.637438511, 952818.982388462, 922749.483767527, 921922.539737153, 
920345.082822655, 889875.312613652, 886918.084104902, 882051.602473814, 851901.104585525, 841104.476741386, 841102.17586433, 818833.259408705, 805404.241861463, 805402.243701052, 782767.37236178, 780923.421366902, 771408.035832002, 771302.930277424, 756220.608643428, 766207.195313974, 773117.210089827, 779176.531854436, 781484.279195219, 788413.553680233, 789117.00795448, 793367.146061183, 793691.116575425, 795264.957180629, 795208.117713282, 795198.09140408, 795329.280394999, 795256.055321863, 793470.38421623, 
791286.108267101, 787911.916636867, 785959.474090643, 781678.736253362, 772699.537735159, 768366.863668467, 766731.487366221, 764988.601992578, 760098.441351462, 758629.092237314, 760463.461350546, 764853.607321865, 765085.991501453, 765189.02453679, 762990.764275111, 761188.116203434, 761181.787530698, 757550.59366278, 756117.763063339, 760157.720628864, 762166.08033414, 764612.807749752, 764839.082126903, 767136.381329381, 772386.626422114, 773079.031401025, 772381.041179359, 772916.553857045, 
773650.006471741, 770101.144788788, 769950.957171435, 776555.244832312, 781990.542303883, 782403.39011815, 782886.346820579, 782404.030596511, 788627.775833037, 791702.781038268, 798121.0962594, 803434.208367023, 805218.153471974, 809829.920412613, 812632.700486441, 818552.430547074, 820492.074505448, 819414.48354902, 820476.464422492, 823872.731578715, 827172.822742708, 830284.009091375, 833886.809972397, 834287.907392878, 832232.796038151, 832106.706052465, 831808.490123105, 837219.768135354, 844304.507119648, 
852104.796161062, 855301.431009269, 862592.063560697, 865744.875781394, 860206.995544695, 855451.614180411, 849063.026364391, 847647.418632139, 851266.033734832, 857678.01316706, 853357.777478318, 864873.347879031, 871670.805534499, 874917.898881882, 875986.814897503, 889838.259055845, 897547.639607117, 901035.94584826, 907612.425759052, 917316.637072013, 918531.933506353, 924810.706128187, 928007.336465864, 935658.074789402, 942625.572724261, 948608.890495533, 960359.368676986, 968601.238396904, 
977130.079980777, 986385.409368319, 985458.996236512, 987364.618716577, 993748.99168415, 999326.811990266, 993308.626980442, 988282.835501155, 985228.888763668, 986463.533256947, 987094.516395185, 994623.584778403, 997232.463509674, 997889.278745168, 1000883.37895523, 1003487.99274755, 1001728.81273336, 1002975.06800769, 1003304.1139392, 1004047.15852104, 999394.661283221, 996703.882810136, 990281.573922083, 988563.899291841, 988429.908235245, 988577.889743362, 981305.580697254, 980916.986335757, 
973464.576792478, 967348.682330381, 965557.242696113, 965035.536815245, 965186.904530631, 964317.92762813, 968248.169951609, 975525.882012894, 983169.627232402, 985999.804874119, 987439.852399637, 997814.081595096, 998978.706170197, 999308.967625534, 1000707.4011, 1003090.59564017, 1004602.24243442, 1014230.68716709, 1015348.93527768, 1025087.0175474, 1031737.66608232, 1033029.73321029, 1040232.28949061, 1051673.44710238, 1059434.9865185, 1067298.6610535, 1070430.02965579, 1071659.34480322, 1074378.22955027, 
1081172.00678536, 1085624.98409486, 1087882.13666473, 1090533.78870282, 1097694.9530881, 1097529.89182754, 1095235.00589071, 1097421.23493471, 1095972.11818224, 1091304.67630597, 1084119.94750677, 1080370.35314819, 1085124.52192339, 1079400.61092992, 1072597.22121956, 1075882.11751474, 1077249.37359198, 1069240.13710936, 1069246.207948, 1069281.55203027, 1069620.12100073, 1069749.35762891, 628578.585006877, 628564.956178083, 617018.276192967, 615865.644461982, 614119.973519774, 608232.60548253, 607760.568237439, 
601469.635399721, 595031.466786005, 585439.233726707, 580884.469533427, 578659.348792329, 573479.099403702, 567409.6974216, 565228.438597884, 560068.108184922, 556477.920599589, 551067.99806516, 543727.480467606, 542506.201345833, 540652.00760539, 538176.634100558, 538175.092766492, 536565.55598636, 533118.402495672, 530151.95659242, 529642.784878029, 529142.848717011, 524532.057297151, 531659.86481345, 531471.43706296, 527895.347344524, 527554.701236087, 526993.072551886, 523582.088728169, 522389.353537874, 
522389.100916396, 520087.572261296, 518730.697081589, 518730.486348825, 516375.414535581, 516192.876683986, 515257.909010791, 515247.967129077, 513836.100910032, 523260.027570231, 533260.884449434, 552554.752365907, 558392.100819733, 571312.214601053, 572626.826401017, 588841.889938333, 591656.563939572, 605382.125961483, 615434.842329011, 617165.355107717, 630421.815000318, 630948.43346352, 643796.020787383, 655333.166579178, 665667.59191015, 669392.123739208, 677569.564720078, 692742.216954437, 
702804.592832083, 707163.076067821, 711812.227057348, 720085.312360835, 725672.898263297, 731915.638125779, 740535.993678714, 745926.411113337, 748323.947271246, 756775.817587858, 762522.43912839, 762531.728286618, 767865.769787151, 771779.769749621, 776799.451280757, 779298.13978616, 785587.839176787, 786170.154711708, 792088.424566174, 805609.850896532, 811916.131679119, 821030.972961845, 825038.879360459, 830539.45482648, 839280.798675625, 844970.952412387, 848916.534086612, 850973.092367853, 
855139.917221772, 860025.368956353, 869990.824226231, 870101.146334787, 877439.298143156, 874695.070628378, 879719.719778108, 888116.239070177, 893257.771853907, 902315.687699073, 907424.954292795, 903891.077693938, 888817.338808782, 887076.378263033, 881513.831273142, 883789.823570697, 887002.452896811, 890727.69709135, 896960.864852518, 905605.248087855, 908587.141806959, 915625.39542048, 921335.224194985, 927090.182731337, 928258.784371457, 928740.131641764, 930917.169524241, 935069.446085957, 
936616.74269303, 936883.449086367, 945647.686690993, 950787.064688668, 959087.216270303, 965069.006445717, 972840.927678062, 973263.110600771, 978230.70605497, 977632.15128552, 977435.448254634, 970258.202174881, 966029.178247785, 968360.950031175, 968604.786883898, 965537.852432354, 965154.84090361, 958680.058463911, 952437.899242396, 952717.430512764, 953003.244796781, 948111.902801073, 945255.586825806, 941435.58404246, 942931.210669689, 935000.026114708, 929598.929608194, 927603.106581315, 920926.334266177, 
908974.935992949, 909816.532780131, 912379.654471911, 909805.824985613, 904240.258394296, 897681.536246962, 892546.285898954, 892267.880740256, 889887.524160269, 879046.22801532, 871628.606590811, 862331.781194559, 851592.749236926, 848756.603850027, 831640.026113567, 827522.556679654, 823063.764889485, 821785.420024361, 810536.748300888, 809661.650315236, 798531.287389244, 795287.229634635, 789884.228550778, 788524.909123606, 784975.698304052, 778866.222543001, 777089.480731329, 764049.094161681, 
759222.6856261, 752689.483247621, 753755.265240507, 749070.823811179, 746993.11558158, 745936.726686464, 761777.398088232, 763560.954321716, 764891.105667989, 770530.707833794, 781160.219152941, 785247.330450646, 788587.86425865, 792732.813036908, 796260.862985967, 799709.402262036, 803203.107581055, 806921.988670273, 803319.259512107, 795960.078340639, 783890.417630815, 774029.547421298, 768645.699401675, 756748.15101165, 739778.734832422, 718193.875817224, 712138.797132103, 705033.248589403, 695122.904319433, 
689054.824875293, 681440.515616749, 667581.626288456, 653305.086191762, 643240.108101741, 638628.944622049, 649264.491391225, 654464.939150562, 655267.018502584, 649126.325493948, 646257.328528304, 642426.713448686, 638770.38108079, 638649.133343955, 637943.159437585, 631169.46774551, 628578.585006877)))",$40k to $50k
Washington,86,60,97,87,100,92,85,90,94,78,63,53,61062,228,6985464,178816433807.839,3.906500007436e-05,"list(list(c(-2000237.69375415, -1987817.99188171, -1983535.68615242, -1978805.95970919, -1975572.65443234, -1968442.69623406, -1965580.20143655, -1971338.03029454, -1970639.6681938, -1972844.61817315, -1976392.89431867, -1977049.97069957, -1982443.28329156, -1985640.19154223, -1992995.35804568, -1998927.10831917, -2000672.32046287, -2000237.69375415, 1535265.02431997, 1533508.39125251, 1534700.89922856, 1540236.97732047, 1540280.62691851, 1532977.84609867, 1522688.07918137, 1517791.6346961, 1512749.08669697, 
1507256.42583825, 1505417.02242922, 1499287.7571549, 1499643.09165632, 1503069.07901203, 1507513.2460841, 1514445.96973262, 1524699.49677254, 1535265.02431997)), list(c(-1608218.20410455, -1608527.00735726, -1611947.30363086, -1608243.9915774, -1606976.76684152, -1608171.13127675, -1605924.00238065, -1607483.70275224, -1612393.14541049, -1610001.82794313, -1609574.16028032, -1642689.13855343, -1652187.19528966, -1661492.09617526, -1670111.33914303, -1689727.491731, -1691185.18585577, -1719159.68703046, 
-1737176.62450566, -1742532.91050876, -1765862.56460661, -1765871.44288425, -1772562.77073085, -1778120.77308965, -1787803.97214019, -1796376.73284879, -1801706.81543472, -1806088.9031404, -1811874.93282922, -1814215.7659492, -1821151.02434105, -1831409.97046283, -1836600.02531769, -1844333.9019686, -1847228.46504487, -1853287.72592827, -1858986.61011352, -1865536.10826972, -1871049.82052522, -1880849.3853365, -1887205.16228484, -1888506.08459797, -1893611.06875669, -1896928.0932672, -1898524.65125921, 
-1901878.56106818, -1915669.42456936, -1919496.92326469, -1920732.50064887, -1922753.63470194, -1933614.02728738, -1937343.38438234, -1942265.40708446, -1942782.70147648, -1950971.77192603, -1957743.61840719, -1958879.71448561, -1964409.7904582, -1965013.46534071, -1975805.03458089, -1981144.57116759, -1986486.74939886, -1991082.17250101, -1994546.02122688, -1996494.14810801, -1998884.96735624, -2003649.98689831, -2011986.3607403, -2018324.08150883, -2024083.64492271, -2025264.75516207, -2030320.66125032, 
-2033142.85792948, -2037902.15371919, -2041322.81674828, -2051887.48984683, -2057888.85218369, -2058698.16478709, -2059494.87224614, -2057406.90244891, -2056086.89723684, -2057070.18452463, -2055241.69597922, -2054497.66867284, -2055083.17216487, -2053777.16610394, -2055264.54619129, -2056689.21947229, -2060390.48895213, -2062577.62008349, -2069268.27774542, -2072901.42837111, -2076881.07896371, -2082728.0981138, -2088887.8127727, -2089454.35812488, -2092743.65787936, -2091004.64499852, -2093600.87848153, 
-2098954.70129609, -2107729.17574264, -2108817.54879475, -2111269.48874522, -2114130.33237275, -2117303.61264251, -2123839.43808573, -2126155.69747388, -2128474.70134688, -2129125.96281323, -2138127.06838929, -2135015.35775226, -2129085.2828889, -2125581.247478, -2117388.0118635, -2113473.77022657, -2115961.00358383, -2123053.17207848, -2122307.366313, -2122097.86544095, -2121744.52767663, -2124136.37355556, -2121128.6947798, -2117266.52640315, -2117280.30753825, -2116560.92549015, -2120383.91101489, 
-2117090.19598816, -2116864.7684261, -2116198.69662319, -2118036.56092112, -2120672.51774195, -2124518.45699566, -2125169.48998792, -2126040.37228793, -2124191.72404489, -2122694.60069681, -2123389.23082213, -2118962.56739265, -2114942.46647714, -2116048.73251304, -2110711.30639744, -2104278.07687426, -2094685.09073907, -2086018.81168838, -2076870.00118037, -2074462.74506326, -2062752.45996797, -2051807.30125739, -2047763.21957508, -2039396.52825141, -2032393.93068358, -2023549.97822739, -2017974.62925463, 
-2009383.95116792, -2005443.8291875, -2001894.18233401, -1997461.97913541, -1994559.66955049, -1988212.57781005, -1982696.81838085, -1979452.69750311, -1982355.89215017, -1983635.1761411, -1981589.21478089, -1980298.82051097, -1978974.83251883, -1975077.43123651, -1972635.85615786, -1971466.19681695, -1975071.35973651, -1971992.93992993, -1972904.37182702, -1977628.25471668, -1978552.07598053, -1973589.99747414, -1967741.62952389, -1967501.95258672, -1967367.64329578, -1962958.14128934, -1960633.76178231, 
-1960957.92237653, -1961390.34771448, -1960053.03323677, -1959450.6594566, -1962462.45892835, -1962648.77913335, -1956256.40092755, -1920146.09079754, -1909269.78310483, -1884645.20305226, -1859168.1351671, -1839872.18188109, -1820242.87404542, -1810596.32492431, -1786200.26854324, -1759347.19882703, -1720306.87434282, -1696905.49751275, -1675649.69688974, -1629611.4860798, -1615529.02390994, -1587041.76881746, -1574250.83528737, -1562582.46679954, -1545551.85313943, -1549273.00138997, -1553906.4055791, 
-1559681.43480076, -1567310.64259266, -1569241.65712986, -1570895.30786193, -1576786.82474801, -1585659.32033101, -1588226.32759078, -1590740.80649784, -1591407.69706156, -1605639.92936167, -1607341.32881494, -1608218.20410455, 1176068.38306634, 1174309.70702732, 1168671.53314037, 1162101.58377962, 1156148.86299097, 1150323.40016674, 1146550.43202165, 1143662.60992394, 1138221.06033195, 1134965.10616107, 1127410.06855347, 1135005.07398082, 1137321.24211186, 1139603.2536608, 1141728.55315765, 1146353.84208931, 
1146699.81260263, 1153399.98072955, 1157772.18683804, 1159081.26410059, 1164673.38613682, 1164669.31288829, 1161603.81563056, 1160046.02837459, 1163265.62557905, 1163315.00513826, 1163693.43071843, 1164007.48273738, 1167662.85330646, 1167583.20841643, 1162160.49954881, 1163707.53975698, 1163970.8382647, 1164370.0580671, 1163662.27984009, 1162184.84441027, 1162285.44656383, 1158571.60380075, 1159470.05416735, 1159510.31282153, 1161258.49128634, 1161617.06456239, 1168308.09676642, 1169106.49452425, 
1168417.99617691, 1166973.15520972, 1165558.37450183, 1163294.37869604, 1164214.83864555, 1165721.39859403, 1167663.95384874, 1165009.6166857, 1165235.52781068, 1172835.78350972, 1178948.10015832, 1179538.82067524, 1180435.90184273, 1184807.89050357, 1185285.68212372, 1185792.39156947, 1185999.76985833, 1188951.99428261, 1188678.22851426, 1186039.19688466, 1185700.37156495, 1185285.31300152, 1183272.61320084, 1181875.67469358, 1182992.49481184, 1181424.20099262, 1181103.23472214, 1182991.96472193, 
1186995.77846279, 1186925.71094732, 1190180.06514468, 1196271.62120276, 1201980.68637925, 1204329.07076902, 1206643.10697114, 1211615.68056636, 1214760.41679778, 1220922.75091876, 1225133.97417105, 1226848.02877261, 1232222.30751498, 1237421.62597316, 1244034.63742133, 1252453.67789532, 1255968.32819595, 1259959.20783064, 1267864.47613324, 1269359.61825384, 1268463.13906845, 1267150.38580923, 1269133.75574308, 1269316.47899348, 1274394.88383289, 1279377.43515301, 1284752.29724223, 1285187.31899099, 
1288704.67941494, 1293482.35201592, 1292604.0318408, 1291580.51773347, 1293521.78865746, 1290419.05422072, 1291780.03105984, 1296133.3360185, 1297999.061037, 1297932.9522461, 1303901.84950078, 1321384.60039171, 1336223.00399914, 1334396.6730441, 1337418.17413857, 1342947.14575968, 1347536.21318424, 1354148.59799225, 1356002.91617209, 1366876.35221936, 1370016.4820914, 1376984.2965699, 1394700.78592647, 1396571.72027892, 1409451.54701453, 1418517.68723162, 1438078.87299396, 1439414.91021101, 1456021.4615065, 
1465334.26149269, 1474242.35442459, 1480472.09598402, 1481528.06851669, 1490630.03256999, 1499850.97512484, 1505090.96184852, 1511602.58709543, 1517905.78753652, 1525493.46680786, 1536180.29148809, 1535057.786453, 1528783.81777164, 1517879.7947308, 1512922.16471757, 1504610.31227329, 1499369.89081962, 1493848.73742453, 1490802.63677932, 1489579.51531626, 1485774.1431376, 1480570.46264861, 1476738.66148456, 1475609.21466188, 1479713.61796163, 1472186.94371632, 1467708.97198926, 1467338.75784395, 1467784.97631682, 
1468765.19792137, 1468181.01692269, 1462638.60301852, 1453493.71014102, 1448912.90136346, 1442354.67148578, 1442218.47353542, 1442078.97728237, 1443927.29770608, 1445086.66613652, 1448099.99982472, 1453103.40384197, 1461352.13198184, 1467654.24238672, 1472490.13501128, 1480382.4147383, 1485280.81589087, 1494731.90379506, 1495119.54864507, 1502000.39897522, 1506835.26231389, 1512828.31277646, 1519442.77437844, 1528374.28426165, 1535650.82374316, 1541072.02249883, 1547095.47482487, 1553811.91436439, 
1558935.38955247, 1548610.44766723, 1545496.97827096, 1538066.29571052, 1531319.37366103, 1526243.67281739, 1520866.45445639, 1518246.23388619, 1511859.66177724, 1504727.18423577, 1494866.73146761, 1489012.89118559, 1483774.58426031, 1472668.74084879, 1469336.97925993, 1462729.41172462, 1459722.15836756, 1457000.78720396, 1453075.71436074, 1436736.37302579, 1416392.50244896, 1391278.50861252, 1359366.21578201, 1350824.46598329, 1343509.68771486, 1317449.54321965, 1277638.7860633, 1266119.91313698, 
1254836.42663004, 1251872.67096503, 1188622.43306098, 1181061.12880657, 1176068.38306634)))",$60k to $70k
